complaint_id,timestamp,source,department,category,subcategory,complaint_text,sentiment_score,urgency_level,escalation_flag,resolved,duplicate_group_id,toxicity_score,anonymous,response_delay_hours
CMP-515361DE,2026-03-21 07:47:52,WhatsApp,ECE,Academic,Attendance,attendance issue in DBMS class,0.15,2,false,true,FACULTY_ATTENDANCE_226,0.14,false,41
CMP-1D9C0EC3,2026-03-21 08:27:07,WhatsApp,CE,Hostel,Food Hygiene,Found a bug in my salad at the main cafeteria.,0.29,5,true,true,MESS_FOOD_POISONING_207,0.28,false,5
CMP-789F4258,2026-03-21 08:49:44,Email,Common,Academic,Attendance,My attendance was marked absent even though I was present.,0.11,2,false,false,FACULTY_ATTENDANCE_226,0.16,false,
CMP-09FE3874,2026-03-21 09:40:33,Form,ECE,Academic,Exams,2 exams on the same day is unfair,0.36,4,false,false,EXAM_SCHEDULE_ISSUE_231,0.19,false,
CMP-0A4DFB4C,2026-03-21 09:49:04,Email,CSE,Academic,Attendance,teacher not coming but taking attendance online??,0.18,3,true,true,FACULTY_ATTENDANCE_226,0.05,false,37
CMP-EF8551B0,2026-03-21 09:53:06,WhatsApp,CE,Harassment,Bullying,Facing toxic behavior from a faculty member.,0.33,5,true,true,HARASSMENT_REPORT_73,0.74,true,32
CMP-9A49DE15,2026-03-21 10:02:36,Anonymous Report,CE,Harassment,Bullying,constant bullying by batchmates,0.38,5,true,false,HARASSMENT_REPORT_73,0.89,false,
CMP-AB015EFE,2026-03-21 10:26:02,WhatsApp,CSE,Hostel,Food Hygiene,Food quality in the mess has degraded significantly.,0.14,5,false,true,MESS_FOOD_POISONING_168,0.03,false,36
CMP-27E90703,2026-03-21 10:39:06,WhatsApp,CSE,Administration,Fees,refund not processed yet,0.38,3,false,false,FEE_ISSUE_166,0.03,false,
CMP-754D93C5,2026-03-21 10:43:44,Email,ECE,Administration,Fees,Late fee was charged wrongly on my account.,0.21,4,false,false,FEE_ISSUE_166,0.28,false,
CMP-58DA541E,2026-03-21 11:06:17,WhatsApp,ME,Academic,Exams,2 exams on the same day is unfair,0.34,3,false,true,EXAM_SCHEDULE_ISSUE_233,0.21,false,19
CMP-A553496C,2026-03-21 11:14:56,WhatsApp,Common,Harassment,Bullying,Please take action against ragging in boys hostel,0.13,5,true,true,HARASSMENT_REPORT_73,0.83,false,28
CMP-EFB66EAD,2026-03-21 12:14:44,App,MBA,Hostel,Food Hygiene,Found a bug in my salad at the main cafeteria.,0.4,5,true,true,MESS_FOOD_POISONING_74,0.0,false,45
CMP-5E81568E,2026-03-21 12:16:50,WhatsApp,CSE,Harassment,Bullying,constant bullying by batchmates,0.4,5,true,true,HARASSMENT_REPORT_73,0.81,false,15
CMP-198B6791,2026-03-21 12:26:53,Email,CE,Academic,Exams,syllabus for exams not declared yet,0.25,4,false,false,EXAM_SCHEDULE_ISSUE_231,0.13,false,
CMP-4C66D4C8,2026-03-21 12:56:25,Form,EEE,Harassment,Bullying,constant bullying by batchmates,0.26,5,true,true,HARASSMENT_REPORT_73,0.72,false,12
CMP-3E98AB37,2026-03-21 13:48:27,Form,ECE,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.1,4,true,true,MESS_FOOD_POISONING_207,0.19,false,31
CMP-AA83E171,2026-03-21 14:06:18,Email,Common,Academic,Exams,2 exams on the same day is unfair,0.36,5,false,true,EXAM_SCHEDULE_ISSUE_22,0.13,false,34
CMP-DF41E4C8,2026-03-21 14:12:07,Email,ECE,Academic,Exams,syllabus for exams not declared yet,0.26,3,true,false,EXAM_SCHEDULE_ISSUE_22,0.08,false,
CMP-1DACD09F,2026-03-21 14:14:37,WhatsApp,Common,Hostel,Food Hygiene,stale food served in hostel B dinner,0.13,5,true,true,MESS_FOOD_POISONING_207,0.16,false,42
CMP-C7B79447,2026-03-21 14:18:40,WhatsApp,CE,Hostel,Food Hygiene,food qulity in thee mess has degraded significantly.,0.28,5,true,false,MESS_FOOD_POISONING_168,0.06,true,
CMP-C0B11958,2026-03-21 14:29:44,WhatsApp,ME,Academic,Exams,syllabus for exams not declared yet,0.26,4,true,false,EXAM_SCHEDULE_ISSUE_22,0.12,true,
CMP-B320F6FF,2026-03-21 14:39:48,WhatsApp,Common,Administration,Fees,refund not processed yet,0.14,3,false,false,FEE_ISSUE_166,0.04,false,
CMP-32A62C69,2026-03-21 14:48:58,Anonymous Report,ECE,Administration,Fees,Late fee was charged wrongly on my account.,0.32,4,false,true,FEE_ISSUE_166,0.12,false,26
CMP-84C3D0EB,2026-03-21 15:01:14,Anonymous Report,CSE,Academic,Attendance,My attendance was marked absent even though I was present.,0.31,2,false,true,FACULTY_ATTENDANCE_226,0.16,false,18
CMP-2E1F1A91,2026-03-21 15:04:23,Anonymous Report,CSE,Harassment,Bullying,Facing toxic behavior from a faculty member.,0.28,5,true,true,HARASSMENT_REPORT_73,0.78,false,17
CMP-DACCB186,2026-03-21 15:17:34,App,Common,Academic,Exams,Need to reschedule the database systems exam.,0.13,3,false,false,EXAM_SCHEDULE_ISSUE_22,0.22,false,
CMP-70F3C124,2026-03-21 15:41:39,WhatsApp,ME,Academic,Exams,mid sem dates are clashing with technical fest,0.39,5,true,false,EXAM_SCHEDULE_ISSUE_22,0.03,false,
CMP-DB3CB3F7,2026-03-21 15:47:16,WhatsApp,CSE,Administration,Fees,Scholarship disbursement is delayed by 2 months.,0.25,3,false,true,FEE_ISSUE_166,0.24,false,42
CMP-900A8ECF,2026-03-21 15:48:36,Form,ME,Hostel,Food Hygiene,Food quality in the mess has degraded significantly.,0.12,5,true,true,MESS_FOOD_POISONING_74,0.05,false,26
CMP-69F3BDA5,2026-03-21 15:52:15,Email,CSE,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.24,5,true,false,MESS_FOOD_POISONING_207,0.2,false,
CMP-DB684B49,2026-03-21 16:23:42,Email,CE,Academic,Exams,syllabus for exams not declared yet,0.12,3,false,false,EXAM_SCHEDULE_ISSUE_22,0.3,false,
CMP-52A61F07,2026-03-21 16:34:08,WhatsApp,CSE,Academic,Exams,The CS101 final exam schedule conflicts with the MA201 exam.,0.16,5,false,true,EXAM_SCHEDULE_ISSUE_233,0.02,false,41
CMP-CC73B934,2026-03-21 17:14:44,Form,CSE,Harassment,Bullying,Seniors are ragging in the hostel block.,0.15,5,true,true,HARASSMENT_REPORT_73,0.86,true,6
CMP-F21742B0,2026-03-21 18:09:20,Form,CSE,Academic,Exams,syllabus for exams not declared yet,0.3,4,false,true,EXAM_SCHEDULE_ISSUE_233,0.02,false,27
CMP-AAC0A69A,2026-03-21 18:12:32,App,ME,Administration,Fees,Scholarship disbursement is delayed by 2 months.,0.21,3,false,true,FEE_ISSUE_166,0.01,false,7
CMP-3D20EBCA,2026-03-21 18:35:40,Anonymous Report,Common,Harassment,Bullying,Please take action against ragging in boys hostel,0.4,5,true,true,HARASSMENT_REPORT_73,0.88,false,26
CMP-EC32347C,2026-03-21 18:38:26,Form,CSE,Hostel,Food Hygiene,Food quality in the mess has degraded significantly.,0.22,5,true,true,MESS_FOOD_POISONING_168,0.14,false,41
CMP-92DF9693,2026-03-21 18:58:24,Form,EEE,Harassment,Bullying,Please take action against ragging in boys hostel,0.11,5,true,false,HARASSMENT_REPORT_73,0.7,false,
CMP-AD7C76CA,2026-03-21 19:01:17,Form,CE,Administration,Fees,ltee fee was charged wrongly on my account.,0.37,3,false,true,FEE_ISSUE_166,0.18,true,48
CMP-3EBEA0FD,2026-03-21 19:06:35,Form,CE,Academic,Exams,mid seem dtes are clashing with technical fest,0.13,4,false,true,EXAM_SCHEDULE_ISSUE_233,0.24,true,1
CMP-95741A49,2026-03-21 19:42:39,Email,EEE,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.34,4,true,true,MESS_FOOD_POISONING_74,0.26,true,15
CMP-71B9A111,2026-03-21 19:49:34,Email,ME,Hostel,Food Hygiene,Food quality in the mess has degraded significantly.,0.29,5,true,true,MESS_FOOD_POISONING_207,0.02,false,9
CMP-502FC52B,2026-03-21 19:58:05,Anonymous Report,ECE,Hostel,Food Hygiene,mess food is unhygienic and causing health issues,0.22,4,true,true,MESS_FOOD_POISONING_168,0.02,false,41
CMP-658E4173,2026-03-21 21:05:15,WhatsApp,CSE,Harassment,Bullying,Anonymous harassment on college group,0.12,5,true,true,HARASSMENT_REPORT_73,0.62,false,18
CMP-651E65F1,2026-03-21 22:12:47,WhatsApp,CE,Administration,Fees,Late fee was charged wrongly on my account.,0.18,4,false,true,FEE_ISSUE_166,0.22,false,36
CMP-CA1176B2,2026-03-21 22:44:09,App,ECE,Hostel,Food Hygiene,mess food is unhygienic and causing health issues,0.39,5,true,false,MESS_FOOD_POISONING_74,0.26,false,
CMP-16A7EB4B,2026-03-21 23:46:19,App,ECE,Academic,Exams,Need to reschedule the database systems exam.,0.11,4,true,true,EXAM_SCHEDULE_ISSUE_22,0.24,false,41
CMP-0EF7CCCC,2026-03-22 00:45:29,Form,CSE,Hostel,Food Hygiene,mess food is unhygienic and causing health issues,0.27,4,true,false,MESS_FOOD_POISONING_207,0.16,true,
CMP-FA9ABC8C,2026-03-22 02:22:04,WhatsApp,EEE,Hostel,Food Hygiene,"mess ka khana bahut kharab hai, log beemar pad rahe hain",0.36,4,true,true,MESS_FOOD_POISONING_207,0.02,false,44
CMP-5B9D2705,2026-03-22 03:27:50,Anonymous Report,CSE,Training,Curriculum,topics skipped by placement trainer today,0.31,2,true,false,TRAINING_TOC_MISMATCH_186,0.1,false,
CMP-B0D391DF,2026-03-22 03:47:11,WhatsApp,CSE,Hostel,Food Hygiene,mess food is unhygienic and causing health issues,0.17,5,true,true,MESS_FOOD_POISONING_207,0.08,false,19
CMP-30FB9EF6,2026-03-22 03:53:09,WhatsApp,CE,Hostel,Food Hygiene,mess food is unhygienic and causing health issues,0.36,5,true,true,MESS_FOOD_POISONING_207,0.19,false,25
CMP-64587BA9,2026-03-22 04:44:37,Form,CSE,Training,Curriculum,Socket programming was introduced unexpectedly.,0.39,2,false,true,TRAINING_TOC_MISMATCH_186,0.06,false,22
CMP-5BB5FD53,2026-03-22 05:47:16,Email,CSE,Hostel,Food Hygiene,food qulity in thee mess has degraded significantly.,0.26,5,true,true,MESS_FOOD_POISONING_207,0.3,false,35
CMP-9BB9EAB4,2026-03-22 06:36:36,Anonymous Report,ME,Training,Curriculum,Topics outside the official TOC are being taught.,0.35,2,false,false,TRAINING_TOC_MISMATCH_186,0.07,false,
CMP-9EF345AF,2026-03-22 07:01:17,Form,ME,Training,Curriculum,topics skipped by placement trainer today,0.27,4,true,false,TRAINING_TOC_MISMATCH_192,0.21,false,
CMP-60306C02,2026-03-22 07:17:57,Anonymous Report,CSE,Hostel,Food Hygiene,Mess food quality in hostel B has deteriorated significantly.,0.19,5,true,false,MESS_FOOD_POISONING_74,0.0,false,
CMP-B5FBAF92,2026-03-22 07:27:16,WhatsApp,CSE,Hostel,Food Hygiene,Found a bug in my salad at the main cafeteria.,0.11,5,false,false,MESS_FOOD_POISONING_168,0.24,false,
CMP-0830DC53,2026-03-22 08:16:52,Form,ECE,Training,Curriculum,topics skipped by placement trainer today,0.29,2,false,true,TRAINING_TOC_MISMATCH_192,0.12,false,3
CMP-D9E9529C,2026-03-22 08:40:02,WhatsApp,CE,Training,Curriculum,Socket programming was introduced unexpectedly.,0.12,4,false,false,TRAINING_TOC_MISMATCH_186,0.15,false,
CMP-B6521A4F,2026-03-22 09:41:36,WhatsApp,ECE,Training,Curriculum,The trainer is not following the announced syllabus.,0.11,3,false,true,TRAINING_TOC_MISMATCH_186,0.27,false,44
CMP-7B5A0444,2026-03-22 10:28:25,Email,Common,Hostel,Food Hygiene,I got food poisoning after eating dinner yesterday.,0.38,4,true,false,MESS_FOOD_POISONING_168,0.03,false,
CMP-2802BBBE,2026-03-22 10:59:03,WhatsApp,MBA,Training,Curriculum,Socket programming was introduced unexpectedly.,0.26,2,false,true,TRAINING_TOC_MISMATCH_186,0.02,false,40
CMP-BA169C52,2026-03-22 11:56:16,WhatsApp,CSE,Training,Curriculum,Topics outside the official TOC are being taught.,0.27,2,false,true,TRAINING_TOC_MISMATCH_192,0.15,false,9
CMP-190CCF3E,2026-03-22 12:17:54,WhatsApp,ECE,Hostel,Food Hygiene,stale food served in hostel B dinner,0.27,5,true,true,MESS_FOOD_POISONING_207,0.02,true,28
CMP-30E2A078,2026-03-22 13:11:31,WhatsApp,CE,Hostel,Food Hygiene,Food quality in the mess has degraded significantly.,0.39,4,true,true,MESS_FOOD_POISONING_168,0.04,false,42
CMP-04513968,2026-03-22 14:31:15,Form,ECE,Hostel,Food Hygiene,I got food poisoning after eating dinner yesterday.,0.29,5,false,true,MESS_FOOD_POISONING_168,0.15,false,45
CMP-60DEB2A8,2026-03-22 14:38:17,Email,CE,Training,Curriculum,The trainer is not following the announced syllabus.,0.16,3,false,true,TRAINING_TOC_MISMATCH_192,0.12,true,24
CMP-8293A34B,2026-03-22 16:24:42,WhatsApp,Common,Training,Curriculum,training ka pace bahut fast hai kuch samajh nahi aa raha,0.25,4,true,false,TRAINING_TOC_MISMATCH_192,0.02,true,
CMP-31E7ADD1,2026-03-22 16:26:15,Anonymous Report,ECE,Training,Curriculum,The trainer is not following the announced syllabus.,0.29,3,false,true,TRAINING_TOC_MISMATCH_186,0.04,false,3
CMP-BC64BC0C,2026-03-22 16:27:40,Anonymous Report,CSE,Hostel,Food Hygiene,I got food poisoning after eating dinner yesterday.,0.38,4,false,false,MESS_FOOD_POISONING_168,0.06,false,
CMP-53BF7F01,2026-03-22 17:55:43,WhatsApp,CE,Training,Curriculum,The Java trainer skipped scheduled topics.,0.15,2,false,true,TRAINING_TOC_MISMATCH_192,0.26,true,9
CMP-D2F3BBA3,2026-03-22 19:16:10,WhatsApp,ECE,Hostel,Food Hygiene,meess food qulity in hostel b has deteriorated significantly.,0.36,5,true,true,MESS_FOOD_POISONING_74,0.18,false,43
CMP-FDA95A8B,2026-03-22 22:37:22,WhatsApp,Common,Hostel,Food Hygiene,Found a bug in my salad at the main cafeteria.,0.34,4,false,false,MESS_FOOD_POISONING_207,0.11,false,
CMP-421BA8AC,2026-03-22 23:01:20,Anonymous Report,CSE,Training,Curriculum,Topics outside the official TOC are being taught.,0.11,4,true,false,TRAINING_TOC_MISMATCH_186,0.01,false,
CMP-9B5E28E4,2026-03-22 23:35:26,Form,ME,Hostel,Food Hygiene,Found a bug in my salad at the main cafeteria.,0.13,5,true,true,MESS_FOOD_POISONING_207,0.15,false,20
CMP-ECEAFD1D,2026-03-22 23:43:05,Email,ECE,Hostel,Food Hygiene,I got food poisoning after eating dinner yesterday.,0.18,4,true,true,MESS_FOOD_POISONING_207,0.04,false,20
CMP-74D5571B,2026-03-23 03:28:27,Email,ME,Training,Curriculum,Trainer is rushing through JDBC concepts.,0.25,2,true,false,TRAINING_TOC_MISMATCH_186,0.18,false,
CMP-51301A8C,2026-03-23 04:14:56,WhatsApp,Common,Training,Curriculum,Topics outside the official TOC are being taught.,0.29,2,true,false,TRAINING_TOC_MISMATCH_186,0.06,false,
CMP-D6F7A035,2026-03-23 05:01:48,Email,EEE,Training,Curriculum,The Java trainer skipped scheduled topics.,0.13,2,true,false,TRAINING_TOC_MISMATCH_192,0.07,false,
CMP-6DAFF23A,2026-03-23 05:26:33,WhatsApp,CSE,Training,Curriculum,Trainer is rushing through JDBC concepts.,0.29,2,false,true,TRAINING_TOC_MISMATCH_192,0.26,false,42
CMP-15387339,2026-03-23 06:05:09,Form,ECE,Training,Curriculum,Trainer is rushing through JDBC concepts.,0.1,4,false,false,TRAINING_TOC_MISMATCH_192,0.23,false,
CMP-55556B31,2026-03-23 06:46:02,WhatsApp,EEE,Training,Curriculum,The trainer is not following the announced syllabus.,0.38,4,false,false,TRAINING_TOC_MISMATCH_192,0.26,false,
CMP-EF549BA3,2026-03-23 06:48:12,Email,CSE,Training,Curriculum,Socket programming was introduced unexpectedly.,0.33,4,false,false,TRAINING_TOC_MISMATCH_192,0.28,false,
CMP-8C66A0E9,2026-03-23 09:16:50,WhatsApp,ECE,Training,Curriculum,The trainer is not following the announced syllabus.,0.32,3,true,false,TRAINING_TOC_MISMATCH_186,0.28,true,
CMP-7890A61E,2026-03-23 10:14:42,WhatsApp,CSE,Training,Curriculum,Topics outside the official TOC are being taught.,0.3,3,true,true,TRAINING_TOC_MISMATCH_192,0.22,false,1
CMP-E3D0C785,2026-03-23 11:22:42,WhatsApp,MBA,Training,Curriculum,topics skipped by placement trainer today,0.28,3,false,true,TRAINING_TOC_MISMATCH_186,0.25,false,25
CMP-E742E13F,2026-03-23 13:28:01,Email,MBA,Training,Curriculum,Topics outside the official TOC are being taught.,0.15,4,false,true,TRAINING_TOC_MISMATCH_192,0.15,false,28
CMP-A275B398,2026-03-23 13:42:12,Form,ECE,Training,Curriculum,Trainer is rushing through JDBC concepts.,0.2,2,false,false,TRAINING_TOC_MISMATCH_192,0.16,false,
CMP-915BDDEB,2026-03-23 16:16:04,WhatsApp,CSE,Training,Curriculum,The Java trainer skipped scheduled topics.,0.2,2,false,true,TRAINING_TOC_MISMATCH_192,0.22,false,22
CMP-61E5D471,2026-03-23 16:46:21,WhatsApp,ECE,Training,Curriculum,topics skipped by placement trainer today,0.32,4,false,true,TRAINING_TOC_MISMATCH_192,0.17,false,20
CMP-ABB8AEBF,2026-03-23 18:15:43,App,CE,Training,Curriculum,topics skipped by placement trainer today,0.13,3,false,false,TRAINING_TOC_MISMATCH_192,0.23,false,
CMP-2DEFB725,2026-03-23 21:01:33,WhatsApp,CSE,Training,Curriculum,The Java trainer skipped scheduled topics.,0.19,4,true,true,TRAINING_TOC_MISMATCH_192,0.27,false,31
CMP-6651F031,2026-03-23 23:27:54,WhatsApp,CE,Training,Curriculum,Trainer is rushing through JDBC concepts.,0.14,4,false,true,TRAINING_TOC_MISMATCH_192,0.25,false,45
CMP-093D75F5,2026-03-24 00:20:47,Form,CSE,Transport,Bus Delay,wee re waiting at the stop for 1 hour for the college bus.,0.15,4,false,false,TRANSPORT_BUS_DELAY_171,0.22,true,
CMP-A82E1453,2026-03-24 00:54:59,Form,CSE,Transport,Bus Delay,Bus route 4 is delayed by 45 minutes.,0.32,4,false,false,TRANSPORT_BUS_DELAY_171,0.17,true,
CMP-9E00B477,2026-03-24 01:32:51,WhatsApp,CE,Transport,Bus Delay,"Transport facility is very poor, bus never comes on time.",0.24,4,true,false,TRANSPORT_BUS_DELAY_171,0.08,true,
CMP-59875C0B,2026-03-24 04:08:18,WhatsApp,EEE,Transport,Bus Delay,Bus route 4 is delayed by 45 minutes.,0.33,4,false,false,TRANSPORT_BUS_DELAY_171,0.19,false,
CMP-E75E96D4,2026-03-24 04:36:49,Form,CSE,Infrastructure,Network,librry mee net nahi chal raha kab thik hoga,0.38,3,false,false,WIFI_OUTAGE_LIBRARY_91,0.21,true,
CMP-D75F42DD,2026-03-24 10:20:28,WhatsApp,ECE,Transport,Bus Delay,We are waiting at the stop for 1 hour for the college bus.,0.39,2,false,true,TRANSPORT_BUS_DELAY_171,0.05,false,19
CMP-080BB50F,2026-03-24 12:05:53,Anonymous Report,ECE,Infrastructure,Network,The Wi-Fi in the main library has been down for three days now.,0.12,3,false,true,WIFI_OUTAGE_LIBRARY_91,0.17,false,28
CMP-C4DBE226,2026-03-24 12:40:33,WhatsApp,CE,Infrastructure,Network,The Wi-Fi in the main library has been down for three days now.,0.15,3,true,true,WIFI_OUTAGE_LIBRARY_91,0.21,false,27
CMP-EB4FB7A8,2026-03-24 12:50:36,Email,Common,Infrastructure,Network,library me net nahi chal raha kab thik hoga,0.13,4,true,false,WIFI_OUTAGE_LIBRARY_91,0.18,false,
CMP-9953A681,2026-03-24 16:01:54,WhatsApp,CSE,Transport,Bus Delay,bus 4 fir late ayi,0.2,4,false,true,TRANSPORT_BUS_DELAY_171,0.26,false,42
CMP-D2601081,2026-03-24 17:08:44,WhatsApp,CSE,Transport,Bus Delay,"Transport facility is very poor, bus never comes on time.",0.38,2,false,true,TRANSPORT_BUS_DELAY_171,0.28,false,15
CMP-15E558AD,2026-03-24 20:33:45,WhatsApp,CSE,Infrastructure,Network,The Wi-Fi in the main library has been down for three days now.,0.39,4,false,true,WIFI_OUTAGE_LIBRARY_91,0.17,false,11
CMP-85A32049,2026-03-24 21:03:44,WhatsApp,CE,Infrastructure,Network,library me net nahi chal raha kab thik hoga,0.37,5,false,true,WIFI_OUTAGE_LIBRARY_91,0.22,false,14
CMP-78B1A135,2026-03-24 21:20:20,Email,CE,Transport,Bus Delay,"Transport facility is very poor, bus never comes on time.",0.37,2,false,false,TRANSPORT_BUS_DELAY_171,0.05,true,
CMP-6C9327BC,2026-03-24 22:05:35,Email,CSE,Infrastructure,Network,No internet connection in the library again.,0.31,4,true,false,WIFI_OUTAGE_LIBRARY_91,0.07,false,
CMP-D3E507E3,2026-03-25 01:08:27,Email,ECE,Academic,Exams,2 eexms on the same day is unfair,0.33,5,false,true,EXAM_SCHEDULE_ISSUE_69,0.02,false,19
CMP-7F302C7E,2026-03-25 01:23:36,WhatsApp,ECE,Academic,Exams,2 exams on the same day is unfair,0.36,4,true,false,EXAM_SCHEDULE_ISSUE_69,0.1,false,
CMP-E564F22F,2026-03-25 04:06:45,Form,Common,Transport,Bus Delay,We are waiting at the stop for 1 hour for the college bus.,0.37,3,false,false,TRANSPORT_BUS_DELAY_149,0.1,false,
CMP-35E63C2B,2026-03-25 05:29:23,Email,ECE,Transport,Bus Delay,bus breakdown on highway again,0.24,4,true,true,TRANSPORT_BUS_DELAY_149,0.12,false,23
CMP-7B2073C4,2026-03-25 07:43:04,Email,ME,Academic,Exams,mid sem dates are clashing with technical fest,0.31,5,false,true,EXAM_SCHEDULE_ISSUE_69,0.24,false,46
CMP-F7271510,2026-03-25 08:12:50,WhatsApp,ME,Academic,Exams,Need to reschedule the database systems exam.,0.38,3,true,true,EXAM_SCHEDULE_ISSUE_69,0.17,false,6
CMP-332D22E3,2026-03-25 08:29:29,Email,Common,Transport,Bus Delay,Bus route 4 is delayed by 45 minutes.,0.27,3,true,true,TRANSPORT_BUS_DELAY_171,0.23,false,7
CMP-59334A9E,2026-03-25 08:51:09,Email,ECE,Transport,Bus Delay,bus routee 4 is delyed by 45 minutes.,0.17,2,false,false,TRANSPORT_BUS_DELAY_149,0.16,false,
CMP-57CF66EF,2026-03-25 08:54:37,WhatsApp,CE,Transport,Bus Delay,"Transport facility is very poor, bus never comes on time.",0.19,4,true,true,TRANSPORT_BUS_DELAY_171,0.27,false,6
CMP-35DBCBDF,2026-03-25 09:59:42,Anonymous Report,ME,Placement,Scheduling,HR round postponed without notice,0.2,4,false,false,PLACEMENT_INTERVIEW_CLASH_75,0.15,false,
CMP-B2902675,2026-03-25 10:45:10,Anonymous Report,Common,Transport,Bus Delay,Bus route 4 is delayed by 45 minutes.,0.35,2,false,false,TRANSPORT_BUS_DELAY_149,0.09,false,
CMP-AC85803B,2026-03-25 10:50:25,App,CSE,Transport,Bus Delay,driver of bus 7 is very rude,0.32,4,false,true,TRANSPORT_BUS_DELAY_171,0.3,false,20
CMP-B1D4F471,2026-03-25 11:02:58,WhatsApp,ECE,Placement,Scheduling,Interview slots are overlapping for multiple companies.,0.17,4,true,true,PLACEMENT_INTERVIEW_CLASH_75,0.16,false,14
CMP-8B53F8C2,2026-03-25 11:27:59,Anonymous Report,ECE,Transport,Bus Delay,driver of bus 7 is very rude,0.25,4,false,true,TRANSPORT_BUS_DELAY_149,0.23,false,31
CMP-B77F8E1C,2026-03-25 13:19:44,Form,Common,Transport,Bus Delay,driver of bus 7 is very rude,0.14,4,false,false,TRANSPORT_BUS_DELAY_149,0.15,false,
CMP-CD43B08A,2026-03-25 13:44:01,Email,ME,Transport,Bus Delay,We are waiting at the stop for 1 hour for the college bus.,0.28,2,false,true,TRANSPORT_BUS_DELAY_149,0.06,false,26
CMP-94247B32,2026-03-25 13:48:06,WhatsApp,ME,Transport,Bus Delay,driver of bus 7 is very rude,0.29,2,false,true,TRANSPORT_BUS_DELAY_149,0.08,false,27
CMP-715BAD61,2026-03-25 14:12:10,WhatsApp,CE,Infrastructure,Network,library wifi is completely dead. Please fix it ASAP.,0.36,4,false,true,WIFI_OUTAGE_LIBRARY_91,0.16,true,48
CMP-F71DACEF,2026-03-25 14:49:54,WhatsApp,ME,Academic,Exams,syllabus for exams not declared yet,0.36,5,true,false,EXAM_SCHEDULE_ISSUE_69,0.11,true,
CMP-F3D8B481,2026-03-25 15:28:27,App,ME,Placement,Scheduling,plceement drive and mid sem on same day??,0.11,4,true,true,PLACEMENT_INTERVIEW_CLASH_75,0.04,false,12
CMP-8FA954BA,2026-03-25 15:41:37,WhatsApp,ECE,Infrastructure,Network,No internet connection in the library again.,0.33,5,false,false,WIFI_OUTAGE_LIBRARY_91,0.27,false,
CMP-DA6A04F0,2026-03-25 16:11:32,Form,CSE,Transport,Bus Delay,"Transport facility is very poor, bus never comes on time.",0.3,3,false,false,TRANSPORT_BUS_DELAY_149,0.02,false,
CMP-A2D61183,2026-03-25 16:42:26,WhatsApp,MBA,Academic,Exams,2 exams on the same day is unfair,0.29,3,true,true,EXAM_SCHEDULE_ISSUE_69,0.19,false,14
CMP-92B1C1AA,2026-03-25 16:50:20,Email,ECE,Transport,Bus Delay,bus breakdown on highway again,0.39,3,false,false,TRANSPORT_BUS_DELAY_171,0.19,false,
CMP-D237E1AC,2026-03-25 17:50:36,Anonymous Report,CSE,Academic,Exams,2 exams on the same day is unfair,0.23,4,true,false,EXAM_SCHEDULE_ISSUE_69,0.02,false,
CMP-8D6163B0,2026-03-25 18:08:33,WhatsApp,ECE,Placement,Scheduling,Interview slots are overlapping for multiple companies.,0.3,5,false,true,PLACEMENT_INTERVIEW_CLASH_75,0.22,false,39
CMP-10C5C1CF,2026-03-25 18:22:57,App,ME,Transport,Bus Delay,driver of bus 7 is very rude,0.35,4,false,true,TRANSPORT_BUS_DELAY_149,0.18,false,15
CMP-65E61C32,2026-03-25 18:30:46,Form,ECE,Infrastructure,Network,thee wi-fi in the min library has been down for three days now.,0.22,3,false,false,WIFI_OUTAGE_LIBRARY_91,0.05,false,
CMP-B8E46AEC,2026-03-25 19:22:36,WhatsApp,CSE,Placement,Scheduling,placement cell is not responding to mails,0.29,4,true,true,PLACEMENT_INTERVIEW_CLASH_75,0.11,false,48
CMP-8FE1A9EE,2026-03-25 19:42:58,App,CSE,Transport,Bus Delay,bus breakdown on highway again,0.26,4,false,true,TRANSPORT_BUS_DELAY_171,0.24,false,21
CMP-B81BC96A,2026-03-25 20:58:21,Form,CSE,Infrastructure,Network,library wifi is completely dead. Please fix it ASAP.,0.38,4,true,true,WIFI_OUTAGE_LIBRARY_91,0.21,false,48
CMP-602F8CF2,2026-03-25 21:14:41,WhatsApp,CSE,Transport,Bus Delay,"Transport facility is very poor, bus never comes on time.",0.26,4,false,false,TRANSPORT_BUS_DELAY_171,0.12,true,
CMP-BF976B7C,2026-03-25 21:28:20,Email,CSE,Academic,Exams,2 exams on the same day is unfair,0.13,3,true,true,EXAM_SCHEDULE_ISSUE_69,0.06,false,31
CMP-ED12F93F,2026-03-25 22:05:55,Anonymous Report,CSE,Transport,Bus Delay,bus 4 fir late ayi,0.21,2,true,true,TRANSPORT_BUS_DELAY_171,0.07,false,38
CMP-9FBF384B,2026-03-25 23:42:59,Form,EEE,Transport,Bus Delay,driver of bus 7 is very rude,0.26,4,false,false,TRANSPORT_BUS_DELAY_149,0.05,false,
CMP-0A1070F9,2026-03-26 00:02:15,WhatsApp,ECE,Academic,Attendance,attendance portal is showing wrong data for CS101,0.22,3,false,false,FACULTY_ATTENDANCE_163,0.08,true,
